Run Name,230418 ABm1-40 06.16 batch 1 tube
Run Date,12:40:40 PM   04-18-23
Method Name,Superdex75_10/300 SEC
Export Format Version, 1.00
Method ID, 2657
Points/Second, 5.00
Number of Records,  12960
Offset from Run Start Time,00:00:00
Run End Time,00:43:12
Time,Second
UV,AU,
Conductivity,mS/cm
Gradient Pump,<Not Selected>
Trace 3,<Not Available>
Trace 4,<Not Available>
Trace 5,<Not Available>
Trace 6,<Not Available>
GP Pressure,PSI
Volume,ml
Fraction,<Not Available>
Time,UV,Conductivity,GP Pressure,Volume
     0.0,-0.005622,   3.623,   13,     0.0
     0.2,-0.005630,   3.637,   13,     0.0
     0.4,-0.005650,   3.637,   13,     0.0
     0.6,-0.005743,   3.637,   13,     0.0
     0.8,-0.005883,   3.637,   13,     0.0
     1.0,-0.006024,   3.637,   13,     0.0
     1.2,-0.006085,   3.637,   13,     0.0
     1.4,-0.006157,   3.637,   13,     0.0
     1.6,-0.006169,   3.637,   13,     0.0
     1.8,-0.006171,   3.623,   13,     0.0
     2.0,-0.006177,   3.623,   13,     0.0
     2.2,-0.006166,   3.623,   13,     0.0
     2.4,-0.006104,   3.623,   13,     0.0
     2.6,-0.006027,   3.623,   13,     0.0
     2.8,-0.005974,   3.623,   13,     0.0
     3.0,-0.005905,   3.623,   13,     0.0
     3.2,-0.005866,   3.623,   13,     0.0
     3.4,-0.005771,   3.623,   13,     0.0
     3.6,-0.005692,   3.623,   13,     0.0
     3.8,-0.005632,   3.623,   13,     0.0
     4.0,-0.005638,   3.637,   13,     0.0
     4.2,-0.005654,   3.637,   13,     0.0
     4.4,-0.005700,   3.623,   13,     0.0
     4.6,-0.005743,   3.637,   14,     0.0
     4.8,-0.005803,   3.637,   14,     0.0
     5.0,-0.005879,   3.623,   14,     0.1
     5.2,-0.005930,   3.623,   14,     0.1
     5.4,-0.005962,   3.637,   14,     0.1
     5.6,-0.005953,   3.637,   13,     0.1
     5.8,-0.006067,   3.637,   13,     0.1
     6.0,-0.006112,   3.623,   13,     0.1
     6.2,-0.006118,   3.637,   13,     0.1
     6.4,-0.006138,   3.637,   13,     0.1
     6.6,-0.006140,   3.637,   14,     0.1
     6.8,-0.006139,   3.637,   14,     0.1
     7.0,-0.006126,   3.637,   14,     0.1
     7.2,-0.006113,   3.637,   14,     0.1
     7.4,-0.006110,   3.637,   14,     0.1
     7.6,-0.006110,   3.637,   13,     0.1
     7.8,-0.006106,   3.637,   13,     0.1
     8.0,-0.006093,   3.637,   13,     0.1
     8.2,-0.006033,   3.637,   13,     0.1
     8.4,-0.006001,   3.637,   13,     0.1
     8.6,-0.005988,   3.637,   13,     0.1
     8.8,-0.005956,   3.637,   13,     0.1
     9.0,-0.005978,   3.637,   13,     0.1
     9.2,-0.005986,   3.637,   13,     0.1
     9.4,-0.005990,   3.637,   14,     0.1
     9.6,-0.006004,   3.637,   14,     0.1
     9.8,-0.006006,   3.637,   14,     0.1
    10.0,-0.006026,   3.623,   13,     0.1
    10.2,-0.006105,   3.623,   13,     0.1
    10.4,-0.006123,   3.623,   13,     0.1
    10.6,-0.006115,   3.623,   13,     0.1
    10.8,-0.006084,   3.623,   13,     0.1
    11.0,-0.006051,   3.623,   13,     0.1
    11.2,-0.006025,   3.623,   13,     0.1
    11.4,-0.005966,   3.623,   14,     0.1
    11.6,-0.005908,   3.623,   14,     0.1
    11.8,-0.005884,   3.623,   14,     0.1
    12.0,-0.005828,   3.623,   13,     0.1
    12.2,-0.005808,   3.637,   13,     0.1
    12.4,-0.005759,   3.637,   13,     0.1
    12.6,-0.005643,   3.637,   13,     0.1
    12.8,-0.005612,   3.637,   13,     0.1
    13.0,-0.005573,   3.623,   13,     0.1
    13.2,-0.005579,   3.623,   13,     0.1
    13.4,-0.005621,   3.637,   13,     0.1
    13.6,-0.005672,   3.637,   13,     0.1
    13.8,-0.005712,   3.637,   13,     0.1
    14.0,-0.005720,   3.637,   13,     0.1
    14.2,-0.005703,   3.637,   13,     0.1
    14.4,-0.005718,   3.637,   13,     0.1
    14.6,-0.005729,   3.637,   13,     0.1
    14.8,-0.005767,   3.637,   13,     0.1
    15.0,-0.005802,   3.637,   14,     0.2
    15.2,-0.005851,   3.637,   14,     0.2
    15.4,-0.005871,   3.637,   14,     0.2
    15.6,-0.005874,   3.637,   14,     0.2
    15.8,-0.005834,   3.637,   14,     0.2
    16.0,-0.005776,   3.623,   14,     0.2
    16.2,-0.005732,   3.623,   14,     0.2
    16.4,-0.005736,   3.623,   13,     0.2
    16.6,-0.005731,   3.637,   13,     0.2
    16.8,-0.005756,   3.623,   13,     0.2
    17.0,-0.005807,   3.623,   13,     0.2
    17.2,-0.005847,   3.623,   13,     0.2
    17.4,-0.005880,   3.623,   13,     0.2
    17.6,-0.005890,   3.637,   13,     0.2
    17.8,-0.005898,   3.637,   13,     0.2
    18.0,-0.005996,   3.637,   13,     0.2
    18.2,-0.005990,   3.637,   14,     0.2
    18.4,-0.006024,   3.637,   15,     0.2
    18.6,-0.006059,   3.623,   15,     0.2
    18.8,-0.006087,   3.623,   15,     0.2
    19.0,-0.006140,   3.623,   15,     0.2
    19.2,-0.006135,   3.623,   14,     0.2
    19.4,-0.006117,   3.623,   14,     0.2
    19.6,-0.006057,   3.623,   14,     0.2
    19.8,-0.006030,   3.623,   14,     0.2
    20.0,-0.005992,   3.623,   14,     0.2
    20.2,-0.006001,   3.623,   14,     0.2
    20.4,-0.005934,   3.623,   13,     0.2
    20.6,-0.005961,   3.623,   13,     0.2
    20.8,-0.005948,   3.623,   13,     0.2
    21.0,-0.005872,   3.623,   13,     0.2
    21.2,-0.005807,   3.623,   13,     0.2
    21.4,-0.005775,   3.609,   14,     0.2
    21.6,-0.005792,   3.609,   15,     0.2
    21.8,-0.005796,   3.623,   15,     0.2
    22.0,-0.005831,   3.609,   15,     0.2
    22.2,-0.005869,   3.609,   15,     0.2
    22.4,-0.005928,   3.609,   14,     0.2
    22.6,-0.005936,   3.609,   14,     0.2
    22.8,-0.005944,   3.609,   14,     0.2
    23.0,-0.005967,   3.609,   14,     0.2
    23.2,-0.006028,   3.609,   14,     0.2
    23.4,-0.006121,   3.609,   14,     0.2
    23.6,-0.006195,   3.609,   14,     0.2
    23.8,-0.006222,   3.609,   14,     0.2
    24.0,-0.006228,   3.609,   14,     0.2
    24.2,-0.006212,   3.609,   14,     0.2
    24.4,-0.006197,   3.609,   14,     0.2
    24.6,-0.006137,   3.609,   14,     0.2
    24.8,-0.006074,   3.609,   14,     0.2
    25.0,-0.006096,   3.623,   14,     0.3
    25.2,-0.006137,   3.623,   14,     0.3
    25.4,-0.006162,   3.623,   14,     0.3
    25.6,-0.006156,   3.623,   14,     0.3
    25.8,-0.006108,   3.623,   14,     0.3
    26.0,-0.006062,   3.623,   14,     0.3
    26.2,-0.006022,   3.623,   14,     0.3
    26.4,-0.005976,   3.623,   14,     0.3
    26.6,-0.005991,   3.609,   14,     0.3
    26.8,-0.005994,   3.623,   14,     0.3
    27.0,-0.006020,   3.609,   14,     0.3
    27.2,-0.006044,   3.609,   14,     0.3
    27.4,-0.006024,   3.609,   14,     0.3
    27.6,-0.005979,   3.609,   14,     0.3
    27.8,-0.005946,   3.609,   14,     0.3
    28.0,-0.005935,   3.609,   14,     0.3
    28.2,-0.006009,   3.609,   14,     0.3
    28.4,-0.006094,   3.623,   14,     0.3
    28.6,-0.006152,   3.609,   14,     0.3
    28.8,-0.006171,   3.609,   14,     0.3
    29.0,-0.006101,   3.609,   14,     0.3
    29.2,-0.006088,   3.609,   14,     0.3
    29.4,-0.006085,   3.609,   14,     0.3
    29.6,-0.006088,   3.609,   13,     0.3
    29.8,-0.006097,   3.609,   14,     0.3
    30.0,-0.006092,   3.609,   14,     0.3
    30.2,-0.006074,   3.609,   14,     0.3
    30.4,-0.006073,   3.623,   14,     0.3
    30.6,-0.006035,   3.609,   14,     0.3
    30.8,-0.005991,   3.623,   13,     0.3
    31.0,-0.005980,   3.623,   13,     0.3
    31.2,-0.005977,   3.623,   13,     0.3
    31.4,-0.006001,   3.623,   14,     0.3
    31.6,-0.005981,   3.623,   14,     0.3
    31.8,-0.005968,   3.623,   14,     0.3
    32.0,-0.005949,   3.623,   14,     0.3
    32.2,-0.005928,   3.623,   14,     0.3
    32.4,-0.005930,   3.623,   14,     0.3
    32.6,-0.005973,   3.623,   14,     0.3
    32.8,-0.005987,   3.623,   13,     0.3
    33.0,-0.005989,   3.623,   13,     0.3
    33.2,-0.005997,   3.623,   13,     0.3
    33.4,0.000000,   3.623,   14,     0.3
    33.6,0.000000,   3.623,   14,     0.3
    33.8,0.000000,   3.637,   14,     0.3
    34.0,0.000000,   3.623,   14,     0.3
    34.2,0.000000,   3.637,   14,     0.3
    34.4,0.000000,   3.623,   14,     0.3
    34.6,0.000000,   3.623,   14,     0.3
    34.8,0.000000,   3.623,   14,     0.3
    35.0,-0.000028,   3.623,   14,     0.4
    35.2,-0.000130,   3.623,   14,     0.4
    35.4,-0.000244,   3.623,   14,     0.4
    35.6,-0.000341,   3.623,   14,     0.4
    35.8,-0.000445,   3.623,   14,     0.4
    36.0,-0.000516,   3.623,   13,     0.4
    36.2,-0.000595,   3.623,   13,     0.4
    36.4,-0.000705,   3.623,   13,     0.4
    36.6,-0.000789,   3.623,   14,     0.4
    36.8,-0.000921,   3.623,   15,     0.4
    37.0,-0.001050,   3.623,   15,     0.4
    37.2,-0.001166,   3.623,   15,     0.4
    37.4,-0.001261,   3.623,   15,     0.4
    37.6,-0.001252,   3.623,   15,     0.4
    37.8,-0.001254,   3.623,   15,     0.4
    38.0,-0.001289,   3.623,   14,     0.4
    38.2,-0.001316,   3.623,   14,     0.4
    38.4,-0.001358,   3.623,   14,     0.4
    38.6,-0.001373,   3.623,   14,     0.4
    38.8,-0.001348,   3.623,   13,     0.4
    39.0,-0.001343,   3.623,   14,     0.4
    39.2,-0.001281,   3.623,   14,     0.4
    39.4,-0.001218,   3.623,   14,     0.4
    39.6,-0.001169,   3.623,   14,     0.4
    39.8,-0.001119,   3.623,   14,     0.4
    40.0,-0.001103,   3.623,   13,     0.4
    40.2,-0.001069,   3.623,   14,     0.4
    40.4,-0.001028,   3.623,   14,     0.4
    40.6,-0.000991,   3.623,   14,     0.4
    40.8,-0.001004,   3.623,   14,     0.4
    41.0,-0.001026,   3.623,   15,     0.4
    41.2,-0.001041,   3.623,   15,     0.4
    41.4,-0.001037,   3.623,   15,     0.4
    41.6,-0.000954,   3.623,   15,     0.4
    41.8,-0.000947,   3.623,   14,     0.4
    42.0,-0.000982,   3.623,   13,     0.4
    42.2,-0.001056,   3.609,   14,     0.4
    42.4,-0.001108,   3.609,   14,     0.4
    42.6,-0.001126,   3.609,   14,     0.4
    42.8,-0.001119,   3.623,   14,     0.4
    43.0,-0.001064,   3.609,   14,     0.4
    43.2,-0.000990,   3.609,   14,     0.4
    43.4,-0.000932,   3.623,   14,     0.4
    43.6,-0.000880,   3.623,   14,     0.4
    43.8,-0.000856,   3.609,   14,     0.4
    44.0,-0.000927,   3.623,   14,     0.4
    44.2,-0.000913,   3.623,   15,     0.4
    44.4,-0.000856,   3.609,   15,     0.4
    44.6,-0.000764,   3.609,   15,     0.4
    44.8,-0.000708,   3.609,   15,     0.4
    45.0,-0.000716,   3.623,   15,     0.5
    45.2,-0.000724,   3.609,   14,     0.5
    45.4,-0.000768,   3.609,   14,     0.5
    45.6,-0.000810,   3.609,   14,     0.5
    45.8,-0.000834,   3.623,   14,     0.5
    46.0,-0.000865,   3.623,   14,     0.5
    46.2,-0.000869,   3.623,   14,     0.5
    46.4,-0.000849,   3.623,   14,     0.5
    46.6,-0.000799,   3.623,   14,     0.5
    46.8,-0.000792,   3.623,   14,     0.5
    47.0,-0.000816,   3.623,   14,     0.5
    47.2,-0.000807,   3.623,   14,     0.5
    47.4,-0.000760,   3.623,   14,     0.5
    47.6,-0.000721,   3.623,   14,     0.5
    47.8,-0.000713,   3.623,   14,     0.5
    48.0,-0.000724,   3.623,   14,     0.5
    48.2,-0.000741,   3.623,   14,     0.5
    48.4,-0.000764,   3.623,   14,     0.5
    48.6,-0.000813,   3.623,   14,     0.5
    48.8,-0.000904,   3.623,   14,     0.5
    49.0,-0.001060,   3.623,   14,     0.5
    49.2,-0.001088,   3.623,   14,     0.5
    49.4,-0.001082,   3.623,   14,     0.5
    49.6,-0.000976,   3.623,   14,     0.5
    49.8,-0.000911,   3.623,   14,     0.5
    50.0,-0.000921,   3.623,   14,     0.5
    50.2,-0.000943,   3.623,   15,     0.5
    50.4,-0.000927,   3.623,   15,     0.5
    50.6,-0.000926,   3.623,   15,     0.5
    50.8,-0.000909,   3.623,   15,     0.5
    51.0,-0.000911,   3.623,   15,     0.5
    51.2,-0.000930,   3.623,   15,     0.5
    51.4,-0.000916,   3.623,   15,     0.5
    51.6,-0.000974,   3.623,   14,     0.5
    51.8,-0.000978,   3.623,   14,     0.5
    52.0,-0.001092,   3.623,   14,     0.5
    52.2,-0.001142,   3.623,   14,     0.5
    52.4,-0.001117,   3.623,   14,     0.5
    52.6,-0.001044,   3.623,   14,     0.5
    52.8,-0.001002,   3.623,   13,     0.5
    53.0,-0.000953,   3.623,   13,     0.5
    53.2,-0.000897,   3.623,   13,     0.5
    53.4,-0.000821,   3.623,   14,     0.5
    53.6,-0.000694,   3.623,   14,     0.5
    53.8,-0.000611,   3.623,   15,     0.5
    54.0,-0.000573,   3.623,   15,     0.5
    54.2,-0.000562,   3.623,   15,     0.5
    54.4,-0.000604,   3.623,   15,     0.5
    54.6,-0.000663,   3.623,   15,     0.5
    54.8,-0.000741,   3.623,   14,     0.5
    55.0,-0.000840,   3.623,   14,     0.6
    55.2,-0.000893,   3.623,   14,     0.6
    55.4,-0.000934,   3.623,   14,     0.6
    55.6,-0.000983,   3.623,   14,     0.6
    55.8,-0.000987,   3.623,   14,     0.6
    56.0,-0.000880,   3.623,   14,     0.6
    56.2,-0.000812,   3.623,   14,     0.6
    56.4,-0.000743,   3.623,   14,     0.6
    56.6,-0.000737,   3.623,   14,     0.6
    56.8,-0.000652,   3.623,   14,     0.6
    57.0,-0.000596,   3.623,   14,     0.6
    57.2,-0.000541,   3.623,   14,     0.6
    57.4,-0.000484,   3.623,   14,     0.6
    57.6,-0.000445,   3.623,   14,     0.6
    57.8,-0.000417,   3.623,   14,     0.6
    58.0,-0.000386,   3.623,   13,     0.6
    58.2,-0.000402,   3.623,   13,     0.6
    58.4,-0.000535,   3.623,   13,     0.6
    58.6,-0.000681,   3.623,   14,     0.6
    58.8,-0.000765,   3.623,   14,     0.6
    59.0,-0.000800,   3.623,   14,     0.6
    59.2,-0.000846,   3.623,   14,     0.6
    59.4,-0.000877,   3.623,   14,     0.6
    59.6,-0.000897,   3.623,   14,     0.6
    59.8,-0.000909,   3.623,   14,     0.6
    60.0,-0.000922,   3.623,   14,     0.6
    60.2,-0.000940,   3.623,   14,     0.6
    60.4,-0.000976,   3.623,   14,     0.6
    60.6,-0.000986,   3.623,   14,     0.6
    60.8,-0.001022,   3.623,   14,     0.6
    61.0,-0.000921,   3.623,   14,     0.6
    61.2,-0.000841,   3.623,   14,     0.6
    61.4,-0.000783,   3.623,   14,     0.6
    61.6,-0.000769,   3.623,   14,     0.6
    61.8,-0.000757,   3.623,   14,     0.6
    62.0,-0.000754,   3.623,   13,     0.6
    62.2,-0.000747,   3.623,   14,     0.6
    62.4,-0.000749,   3.623,   14,     0.6
    62.6,-0.000757,   3.623,   14,     0.6
    62.8,-0.000785,   3.623,   14,     0.6
    63.0,-0.000840,   3.623,   14,     0.6
    63.2,-0.000877,   3.623,   14,     0.6
    63.4,-0.000922,   3.623,   14,     0.6
    63.6,-0.000948,   3.623,   14,     0.6
    63.8,-0.000999,   3.623,   14,     0.6
    64.0,-0.001036,   3.623,   14,     0.6
    64.2,-0.001068,   3.623,   15,     0.6
    64.4,-0.001093,   3.623,   15,     0.6
    64.6,-0.001123,   3.623,   15,     0.6
    64.8,-0.001139,   3.623,   15,     0.6
    65.0,-0.001136,   3.623,   14,     0.7
    65.2,-0.001121,   3.623,   13,     0.7
    65.4,-0.001094,   3.623,   13,     0.7
    65.6,-0.001071,   3.623,   13,     0.7
    65.8,-0.001119,   3.623,   13,     0.7
    66.0,-0.001192,   3.623,   13,     0.7
    66.2,-0.001240,   3.623,   14,     0.7
    66.4,-0.001268,   3.623,   14,     0.7
    66.6,-0.001282,   3.623,   14,     0.7
    66.8,-0.001301,   3.623,   14,     0.7
    67.0,-0.001324,   3.623,   15,     0.7
    67.2,-0.001348,   3.623,   15,     0.7
    67.4,-0.001383,   3.623,   15,     0.7
    67.6,-0.001367,   3.623,   14,     0.7
    67.8,-0.001393,   3.623,   14,     0.7
    68.0,-0.001404,   3.623,   14,     0.7
    68.2,-0.001408,   3.623,   14,     0.7
    68.4,-0.001433,   3.623,   14,     0.7
    68.6,-0.001397,   3.623,   14,     0.7
    68.8,-0.001363,   3.623,   14,     0.7
    69.0,-0.001301,   3.623,   15,     0.7
    69.2,-0.001238,   3.623,   15,     0.7
    69.4,-0.001170,   3.637,   15,     0.7
    69.6,-0.001105,   3.617,   14,     0.7
    69.8,-0.001091,   3.631,   14,     0.7
    70.0,-0.001141,   3.631,   14,     0.7
    70.2,-0.001180,   3.631,   14,     0.7
    70.4,-0.001227,   3.631,   14,     0.7
    70.6,-0.001245,   3.631,   14,     0.7
    70.8,-0.001234,   3.631,   14,     0.7
    71.0,-0.001255,   3.631,   14,     0.7
    71.2,-0.001310,   3.631,   14,     0.7
    71.4,-0.001367,   3.617,   14,     0.7
    71.6,-0.001449,   3.617,   14,     0.7
    71.8,-0.001457,   3.617,   14,     0.7
    72.0,-0.001472,   3.617,   14,     0.7
    72.2,-0.001388,   3.617,   14,     0.7
    72.4,-0.001220,   3.617,   13,     0.7
    72.6,-0.001080,   3.617,   14,     0.7
    72.8,-0.000968,   3.617,   15,     0.7
    73.0,-0.000890,   3.617,   15,     0.7
    73.2,-0.000872,   3.617,   15,     0.7
    73.4,-0.000870,   3.617,   15,     0.7
    73.6,-0.000843,   3.617,   14,     0.7
    73.8,-0.000876,   3.617,   14,     0.7
    74.0,-0.000854,   3.617,   14,     0.7
    74.2,-0.000908,   3.617,   15,     0.7
    74.4,-0.000966,   3.617,   15,     0.7
    74.6,-0.001046,   3.617,   15,     0.7
    74.8,-0.001180,   3.617,   14,     0.7
    75.0,-0.001234,   3.617,   14,     0.8
    75.2,-0.001244,   3.617,   14,     0.8
    75.4,-0.001213,   3.617,   14,     0.8
    75.6,-0.001144,   3.617,   14,     0.8
    75.8,-0.001068,   3.617,   14,     0.8
    76.0,-0.001018,   3.617,   14,     0.8
    76.2,-0.000946,   3.617,   14,     0.8
    76.4,-0.000920,   3.631,   14,     0.8
    76.6,-0.000873,   3.631,   14,     0.8
    76.8,-0.000812,   3.631,   14,     0.8
    77.0,-0.000790,   3.617,   14,     0.8
    77.2,-0.000817,   3.631,   14,     0.8
    77.4,-0.000877,   3.631,   15,     0.8
    77.6,-0.000938,   3.631,   15,     0.8
    77.8,-0.000995,   3.631,   14,     0.8
    78.0,-0.001024,   3.631,   13,     0.8
    78.2,-0.001027,   3.631,   13,     0.8
    78.4,-0.001001,   3.631,   13,     0.8
    78.6,-0.000987,   3.631,   13,     0.8
    78.8,-0.000963,   3.631,   13,     0.8
    79.0,-0.000972,   3.631,   13,     0.8
    79.2,-0.000993,   3.617,   13,     0.8
    79.4,-0.001034,   3.617,   14,     0.8
    79.6,-0.001023,   3.617,   14,     0.8
    79.8,-0.001016,   3.617,   14,     0.8
    80.0,-0.000981,   3.617,   14,     0.8
    80.2,-0.000956,   3.617,   14,     0.8
    80.4,-0.000940,   3.617,   14,     0.8
    80.6,-0.000983,   3.617,   14,     0.8
    80.8,-0.001042,   3.617,   14,     0.8
    81.0,-0.001144,   3.617,   14,     0.8
    81.2,-0.001240,   3.617,   14,     0.8
    81.4,-0.001303,   3.617,   14,     0.8
    81.6,-0.001309,   3.617,   14,     0.8
    81.8,-0.001262,   3.617,   14,     0.8
    82.0,-0.001216,   3.617,   14,     0.8
    82.2,-0.001165,   3.617,   14,     0.8
    82.4,-0.001154,   3.617,   14,     0.8
    82.6,-0.001139,   3.617,   14,     0.8
    82.8,-0.001143,   3.617,   14,     0.8
    83.0,-0.001109,   3.617,   14,     0.8
    83.2,-0.001066,   3.617,   14,     0.8
    83.4,-0.000971,   3.617,   14,     0.8
    83.6,-0.000875,   3.617,   14,     0.8
    83.8,-0.000839,   3.617,   14,     0.8
    84.0,-0.000854,   3.617,   13,     0.8
    84.2,-0.000849,   3.631,   14,     0.8
    84.4,-0.000827,   3.617,   14,     0.8
    84.6,-0.000784,   3.617,   14,     0.8
    84.8,-0.000720,   3.617,   14,     0.8
    85.0,-0.000677,   3.617,   14,     0.9
    85.2,-0.000647,   3.617,   14,     0.9
    85.4,-0.000641,   3.617,   14,     0.9
    85.6,-0.000704,   3.617,   14,     0.9
    85.8,-0.000774,   3.617,   14,     0.9
    86.0,-0.000872,   3.617,   14,     0.9
    86.2,-0.000910,   3.617,   14,     0.9
    86.4,-0.000953,   3.617,   14,     0.9
    86.6,-0.000973,   3.617,   14,     0.9
    86.8,-0.001046,   3.617,   14,     0.9
    87.0,-0.001103,   3.617,   14,     0.9
    87.2,-0.001147,   3.617,   14,     0.9
    87.4,-0.001215,   3.617,   14,     0.9
    87.6,-0.001261,   3.617,   14,     0.9
    87.8,-0.001286,   3.617,   14,     0.9
    88.0,-0.001243,   3.617,   14,     0.9
    88.2,-0.001178,   3.617,   14,     0.9
    88.4,-0.001107,   3.617,   13,     0.9
    88.6,-0.001046,   3.617,   13,     0.9
    88.8,-0.000956,   3.617,   13,     0.9
    89.0,-0.000916,   3.617,   14,     0.9
    89.2,-0.000874,   3.617,   14,     0.9
    89.4,-0.000889,   3.617,   14,     0.9
    89.6,-0.000963,   3.617,   14,     0.9
    89.8,-0.001008,   3.617,   14,     0.9
    90.0,-0.001054,   3.617,   14,     0.9
    90.2,-0.001113,   3.631,   14,     0.9
    90.4,-0.001166,   3.631,   13,     0.9
    90.6,-0.001216,   3.631,   13,     0.9
    90.8,-0.001153,   3.631,   13,     0.9
    91.0,-0.001109,   3.631,   13,     0.9
    91.2,-0.001113,   3.631,   13,     0.9
    91.4,-0.001164,   3.631,   13,     0.9
    91.6,-0.001210,   3.631,   13,     0.9
    91.8,-0.001214,   3.631,   13,     0.9
    92.0,-0.001177,   3.631,   13,     0.9
    92.2,-0.001141,   3.631,   14,     0.9
    92.4,-0.001111,   3.631,   14,     0.9
    92.6,-0.001075,   3.631,   14,     0.9
    92.8,-0.001036,   3.631,   14,     0.9
    93.0,-0.000992,   3.631,   14,     0.9
    93.2,-0.001030,   3.631,   14,     0.9
    93.4,-0.001038,   3.631,   14,     0.9
    93.6,-0.001023,   3.631,   13,     0.9
    93.8,-0.001013,   3.631,   13,     0.9
    94.0,-0.000984,   3.631,   13,     0.9
    94.2,-0.000962,   3.631,   13,     0.9
    94.4,-0.000947,   3.631,   13,     0.9
    94.6,-0.000954,   3.631,   13,     0.9
    94.8,-0.000944,   3.631,   13,     0.9
    95.0,-0.000950,   3.631,   13,     1.0
    95.2,-0.000968,   3.617,   13,     1.0
    95.4,-0.001016,   3.617,   14,     1.0
    95.6,-0.001050,   3.617,   14,     1.0
    95.8,-0.001120,   3.617,   14,     1.0
    96.0,-0.001206,   3.617,   14,     1.0
    96.2,-0.001263,   3.617,   14,     1.0
    96.4,-0.001298,   3.617,   14,     1.0
    96.6,-0.001311,   3.617,   14,     1.0
    96.8,-0.001355,   3.617,   13,     1.0
    97.0,-0.001334,   3.631,   13,     1.0
    97.2,-0.001303,   3.631,   13,     1.0
    97.4,-0.001263,   3.631,   13,     1.0
    97.6,-0.001225,   3.631,   13,     1.0
    97.8,-0.001182,   3.631,   13,     1.0
    98.0,-0.001180,   3.631,   13,     1.0
    98.2,-0.001142,   3.631,   14,     1.0
    98.4,-0.001096,   3.631,   14,     1.0
    98.6,-0.001044,   3.631,   14,     1.0
    98.8,-0.001024,   3.631,   14,     1.0
    99.0,-0.001036,   3.631,   14,     1.0
    99.2,-0.001015,   3.631,   14,     1.0
    99.4,-0.001069,   3.631,   14,     1.0
    99.6,-0.001107,   3.631,   14,     1.0
    99.8,-0.001106,   3.631,   14,     1.0
   100.0,-0.001094,   3.631,   14,     1.0
   100.2,-0.001067,   3.631,   14,     1.0
   100.4,-0.001007,   3.631,   14,     1.0
   100.6,-0.000999,   3.631,   14,     1.0
   100.8,-0.000967,   3.631,   13,     1.0
   101.0,-0.000967,   3.631,   13,     1.0
   101.2,-0.000871,   3.631,   13,     1.0
   101.4,-0.000791,   3.631,   14,     1.0
   101.6,-0.000736,   3.631,   14,     1.0
   101.8,-0.000678,   3.631,   14,     1.0
   102.0,-0.000688,   3.631,   14,     1.0
   102.2,-0.000736,   3.631,   14,     1.0
   102.4,-0.000829,   3.631,   14,     1.0
   102.6,-0.000915,   3.631,   14,     1.0
   102.8,-0.000990,   3.631,   14,     1.0
   103.0,-0.001014,   3.631,   14,     1.0
   103.2,-0.001042,   3.631,   13,     1.0
   103.4,-0.001056,   3.631,   13,     1.0
   103.6,-0.001184,   3.631,   13,     1.0
   103.8,-0.001274,   3.631,   13,     1.0
   104.0,-0.001351,   3.644,   13,     1.0
   104.2,-0.001400,   3.644,   13,     1.0
   104.4,-0.001422,   3.644,   13,     1.0
   104.6,-0.001443,   3.644,   14,     1.0
   104.8,-0.001415,   3.644,   14,     1.0
   105.0,-0.001386,   3.644,   14,     1.1
   105.2,-0.001368,   3.644,   14,     1.1
   105.4,-0.001303,   3.631,   14,     1.1
   105.6,-0.001252,   3.631,   14,     1.1
   105.8,-0.001177,   3.631,   14,     1.1
   106.0,-0.001088,   3.631,   14,     1.1
   106.2,-0.001030,   3.631,   14,     1.1
   106.4,-0.001005,   3.631,   14,     1.1
   106.6,-0.001014,   3.631,   14,     1.1
   106.8,-0.001034,   3.631,   13,     1.1
   107.0,-0.001040,   3.631,   13,     1.1
   107.2,-0.001015,   3.631,   13,     1.1
   107.4,-0.000936,   3.631,   13,     1.1
   107.6,-0.000836,   3.631,   13,     1.1
   107.8,-0.000829,   3.631,   14,     1.1
   108.0,-0.000765,   3.631,   14,     1.1
   108.2,-0.000776,   3.631,   15,     1.1
   108.4,-0.000786,   3.617,   15,     1.1
   108.6,-0.000826,   3.617,   15,     1.1
   108.8,-0.000835,   3.617,   15,     1.1
   109.0,-0.000801,   3.617,   15,     1.1
   109.2,-0.000778,   3.617,   14,     1.1
   109.4,-0.000774,   3.617,   14,     1.1
   109.6,-0.000805,   3.617,   14,     1.1
   109.8,-0.000872,   3.617,   14,     1.1
   110.0,-0.000960,   3.617,   13,     1.1
   110.2,-0.001001,   3.617,   13,     1.1
   110.4,-0.001123,   3.617,   13,     1.1
   110.6,-0.001137,   3.617,   13,     1.1
   110.8,-0.001128,   3.617,   13,     1.1
   111.0,-0.001104,   3.617,   13,     1.1
   111.2,-0.001056,   3.617,   13,     1.1
   111.4,-0.001002,   3.617,   13,     1.1
   111.6,-0.000914,   3.617,   13,     1.1
   111.8,-0.000836,   3.617,   14,     1.1
   112.0,-0.000746,   3.617,   14,     1.1
   112.2,-0.000712,   3.617,   14,     1.1
   112.4,-0.000720,   3.617,   14,     1.1
   112.6,-0.000752,   3.617,   14,     1.1
   112.8,-0.000739,   3.617,   14,     1.1
   113.0,-0.000750,   3.617,   14,     1.1
   113.2,-0.000764,   3.617,   13,     1.1
   113.4,-0.000746,   3.617,   13,     1.1
   113.6,-0.000747,   3.617,   13,     1.1
   113.8,-0.000754,   3.617,   13,     1.1
   114.0,-0.000770,   3.617,   13,     1.1
